movie_key,title,directors,stars,genre,runtime,grade,synopsis,violence_per,violence,nudity,word,alcohol
tt0120917,The Emperor's New Groove,Mark Dindal,David Spade John Goodman Eartha Kitt Patrick Warburton,Animation/ Adventure/ Comedy,78,All,Emperor Kuzco is turned into a llama by his ex-administrator Yzma/ and must now regain his throne with the help of Pacha/ the gentle llama herder.,0.7845,3,0,0,drinking
tt0032138,The Wizard of Oz,Victor Fleming George Cukor Mervyn LeRoy Norman Taurog Richard Thorpe King Vidor,Judy Garland Frank Morgan Ray Bolger Bert Lahr,Adventure/ Family/ Fantasy,102,All,Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.,0.7637,0,0,0,no alcohol or smoking
tt0198781,Monsters Inc.,Pete Docter David Silverman Lee Unkrich,Billy Crystal John Goodman Mary Gibbs Steve Buscemi,Animation/ Adventure/ Comedy,92,All,In order to power the city/ monsters have to scare children so that they scream. However/ the children are toxic to the monsters/ and after a child gets through/ 2 monsters realize things may not be what they think.,0.7441,3,3,0,drinking
tt0031381,Gone with the Wind,Victor Fleming George Cukor Sam Wood,Clark Gable Vivien Leigh Thomas Mitchell Barbara O'Neil,Drama/ History/ Romance,238,12,A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,0.8127,3,3,2,smoking and drinking
tt0069495,What's Up Doc?,Peter Bogdanovich,Barbra Streisand Ryan O'Neal Madeline Kahn Kenneth Mars,Comedy,94,None,The accidental mix-up of four identical plaid overnight bags leads to a series of increasingly wild and wacky situations.,0.7489,1,3,0,no alcohol or smoking
tt0247638,The Princess Diaries,Garry Marshall,Julie Andrews Anne Hathaway Hector Elizondo Heather Matarazzo,Comedy/ Family/ Romance,111,All,Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow/ she tries to navigate through the rest of her sixteenth year.,0.7491,0,1,0,drinking
tt0067992,Willy Wonka & the Chocolate Factory,Mel Stuart,Gene Wilder Jack Albertson Peter Ostrum Roy Kinnear,Family/ Fantasy/ Musical,100,All,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,0.7622,3,0,1,smoking
tt0780521,The Princess and the Frog,Ron Clements John Musker,Anika Noni Rose Keith David Oprah Winfrey Bruno Campos,Animation/ Adventure/ Comedy,97,All,A waitress/ desperate to fulfill her dreams as a restaurant owner/ is set on a journey to turn a frog prince back into a human being/ but she has to face the same problem after she kisses him.,0.7817,3,3,0,drinking
tt0118617,Anastasia,Don Bluth Gary Goldman,Meg Ryan John Cusack Christopher Lloyd Kelsey Grammer,Animation/ Adventure/ Drama,94,All,The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother/ the Dowager Empress/ while the undead Rasputin seeks her death.,0.7396,0,1,0,smoking and drinking
tt0097757,The Little Mermaid,Ron Clements John Musker,Jodi Benson Samuel E. Wright Rene Auberjonois Christopher Daniel Barnes,Animation/ Family/ Fantasy,83,All,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,0.7775,0,3,0,no alcohol or smoking
tt0120623,A Bug's Life,John Lasseter Andrew Stanton,Kevin Spacey Dave Foley Julia Louis-Dreyfus Hayden Panettiere,Animation/ Adventure/ Comedy,95,All,"A misfit ant/ looking for ""warriors"" to save his colony from greedy grasshoppers/ recruits a group of bugs that turn out to be an inept circus troupe.",0.8139,0,0,0,drinking
tt0103639,Aladdin,Ron Clements John Musker,Scott Weinger Robin Williams Linda Larkin Jonathan Freeman,Animation/ Adventure/ Comedy,90,All,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,0.8045,3,3,0,smoking
tt0435761,Toy Story 3,Lee Unkrich,Tom Hanks Tim Allen Joan Cusack Ned Beatty,Animation/ Adventure/ Comedy,103,All,The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college/ and it's up to Woody to convince the other toys that they weren't abandoned and to return home.,0.8125,3,0,1,no alcohol or smoking
tt0101414,Beauty and the Beast,Gary Trousdale Kirk Wise,Paige O'Hara Robby Benson Jesse Corti Rex Everhart,Animation/ Family/ Fantasy,84,All,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,0.7994,3,3,0,drinking
tt0096283,Tonari no Totoro,Hayao Miyazaki,Hitoshi Takagi Noriko Hidaka Chika Sakamoto Shigesato Itoi,Animation/ Family/ Fantasy,86,All,When two girls move to the country to be near their ailing mother/ they have adventures with the wondrous forest spirits who live nearby.,0.5427,0,0,0,no alcohol or smoking
tt0211181,102 Dalmatians,Kevin Lima,Glenn Close Gérard Depardieu Ioan Gruffudd Alice Evans,Adventure/ Comedy/ Family,100,All,Cruella DeVil gets out of prison and goes after the puppies once more.,0.785,3,1,0,smoking
tt0054387,The Time Machine,George Pal,Rod Taylor Alan Young Yvette Mimieux Sebastian Cabot,Adventure/ Romance/ Sci-Fi,103,None,A man's vision for a utopian society is disillusioned when travelling forward into time reveals a dark and dangerous society.,0.8004,1,3,1,smoking and drinking
tt0115433,101 Dalmatians,Stephen Herek,Glenn Close Jeff Daniels Joely Richardson Joan Plowright,Adventure/ Comedy/ Crime,103,All,An evil high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat/ but instead creates an extravagant mess.,0.7991,3,0,0,smoking
tt3606752,Cars 3,Brian Fee,Owen Wilson Cristela Alonzo Chris Cooper Nathan Fillion,Animation/ Adventure/ Comedy,102,All,Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.,0.6986,0,0,0,drinking
tt0045152,Singin' in the Rain,Stanley Donen Gene Kelly,Gene Kelly Donald O'Connor Debbie Reynolds Jean Hagen,Comedy/ Musical/ Romance,103,All,A silent film production company and cast make a difficult transition to sound.,0.7807,0,3,0,no alcohol or smoking
tt0328880,Brother Bear,Aaron Blaise Robert Walker,Joaquin Phoenix Jeremy Suarez Rick Moranis Jason Raize,Animation/ Adventure/ Comedy,85,All,When a young Inuit hunter needlessly kills a bear/ he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.,0.784,0,0,0,no alcohol or smoking
tt0114148,Pocahontas,Mike Gabriel Eric Goldberg,Mel Gibson Linda Hunt Christian Bale Joe Baker,Animation/ Adventure/ Drama,81,All,An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,0.7891,3,0,1,drinking
tt0116583,The Hunchback of Notre Dame,Gary Trousdale Kirk Wise,Demi Moore Jason Alexander Mary Kay Bergman Corey Burton,Animation/ Drama/ Family,91,All,A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend/ a gypsy dancer.,0.8169,3,3,1,smoking and drinking
tt1453405,Monseuteo daehakgyo,Dan Scanlon,Billy Crystal John Goodman Steve Buscemi Helen Mirren,Animation/ Adventure/ Comedy,104,All,"A look at the relationship between Mike Wazowski (Billy Crystal) and James P. ""Sully"" Sullivan (John Goodman) during their days at Monsters University/ when they weren't necessarily the best of friends.",0.7709,1,3,0,no alcohol or smoking
tt0120363,Toy Story 2,John Lasseter Ash Brannon Lee Unkrich,Tom Hanks Tim Allen Joan Cusack Kelsey Grammer,Animation/ Adventure/ Comedy,92,All,When Woody is stolen by a toy collector/ Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie/ Prospector/ and Bullseye.,0.8169,3,1,0,no alcohol or smoking
tt1216475,Ka 2,John Lasseter Bradford Lewis,Owen Wilson Larry the Cable Guy Michael Caine Emily Mortimer,Animation/ Adventure/ Comedy,106,All,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,0.7739,3,1,0,drinking
tt1028532,Hachi: A Dog's Tale,Lasse Hallström,Richard Gere Joan Allen Cary-Hiroyuki Tagawa Sarah Roemer,Biography/ Drama/ Family,93,All,A college professor bonds with an abandoned dog he takes into his home.,0.5808,0,3,0,drinking
tt0120855,Tarzan,Chris Buck Kevin Lima,Tony Goldwyn Minnie Driver Brian Blessed Glenn Close,Animation/ Adventure/ Family,88,All,A man raised by gorillas must decide where he really belongs when he discovers he is a human.,0.7817,3,3,0,smoking and drinking
tt0876563,Gake no ue no Ponyo,Hayao Miyazaki,Cate Blanchett Matt Damon Liam Neeson Tomoko Yamaguchi,Animation/ Adventure/ Comedy,101,All,A five-year-old boy develops a relationship with Ponyo/ a young goldfish princess who longs to become a human after falling in love with him.,0.8247,0,1,0,drinking
tt0049833,The Ten Commandments,Cecil B. DeMille,Charlton Heston Yul Brynner Anne Baxter Edward G. Robinson,Adventure/ Drama,220,All,Moses/ an Egyptian Prince/ learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people.,0.8212,3,1,1,drinking
tt0063442,Planet of the Apes,Franklin J. Schaffner,Charlton Heston Roddy McDowall Kim Hunter Maurice Evans,Adventure/ Sci-Fi,112,G,An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species/ and humans are the oppressed and enslaved.,0.7805,1,3,2,smoking
tt0065126,True Grit,Henry Hathaway,John Wayne Kim Darby Glen Campbell Jeremy Slate,Adventure/ Drama/ Western,128,12,A drunken/ hard-nosed U.S. Marshal and a Texas Ranger help a stubborn teenager track down her father's murderer in Indian Territory.,0.7894,3,0,3,drinking
tt0061852,The Jungle Book,Wolfgang Reitherman,Phil Harris Sebastian Cabot Louis Prima Bruce Reitherman,Animation/ Adventure/ Family,78,All,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,0.78,3,1,0,smoking and drinking
tt0052618,Ben-Hur,William Wyler,Charlton Heston Jack Hawkins Stephen Boyd Haya Harareet,Adventure/ Drama/ History,212,All,After a Jewish prince is betrayed and sent into slavery by a Roman friend/ he regains his freedom and comes back for revenge.,0.8141,1,3,0,drinking
tt0065421,The Aristo Cats,Wolfgang Reitherman,Phil Harris Eva Gabor Sterling Holloway Scatman Crothers,Animation/ Adventure/ Comedy,78,None,With the help of a smooth talking tomcat/ a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.,0.7698,3,1,0,smoking and drinking
tt0056504,Sodom and Gomorrah,Robert Aldrich,Stewart Granger Pier Angeli Stanley Baker Rossana Podestà,Adventure/ Drama/ History,154,12,Sex/ torture and betrayal in Biblical Sodom and Gomorrah. Lot/ leader of the Hebrews/ believes his people can co-exist with the Sodomites/ a disastrous decision.,0.703,1,3,0,drinking
tt0097814,Majo no takkyûbin,Hayao Miyazaki,Kirsten Dunst Minami Takayama Rei Sakuma Kappei Yamaguchi,Animation/ Adventure/ Drama,103,All,A young witch/ on her mandatory year of independent life/ finds fitting into a new community difficult while she supports herself by running an air courier service.,0.6954,3,1,0,no alcohol or smoking
tt0451079,Horton Hears a Who!,Jimmy Hayward Steve Martino,Jim Carrey Steve Carell Carol Burnett Will Arnett,Animation/ Adventure/ Comedy,86,All,Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.,0.7944,3,0,0,no alcohol or smoking
tt0070608,Robin Hood,Wolfgang Reitherman David Hand,Brian Bedford Phil Harris Roger Miller Peter Ustinov,Animation/ Adventure/ Comedy,83,All,The story of the legendary British outlaw is portrayed with the characters as humanoid animals.,0.7847,3,3,0,drinking
tt0055254,One Hundred and One Dalmatians,Clyde Geronimi Hamilton Luske Wolfgang Reitherman,Rod Taylor Betty Lou Gerson J. Pat O'Malley Martha Wentworth,Animation/ Adventure/ Comedy,79,All,When a litter of Dalmatian puppies are abducted by the minions of Cruella de Vil/ the parents must find them before she uses them for a diabolical fashion statement.,0.7973,3,0,0,smoking
tt0046183,Peter Pan,Clyde Geronimi Wilfred Jackson Hamilton Luske Jack Kinney,Bobby Driscoll Kathryn Beaumont Hans Conried Bill Thompson,Animation/ Adventure/ Family,77,All,Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories/ Peter Pan.,0.8074,3,0,0,smoking and drinking
tt0067093,Fiddler on the Roof,Norman Jewison,Topol Norma Crane Leonard Frey Molly Picon,Drama/ Family/ Musical,181,None,In prerevolutionary Russia/ a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village.,0.8098,3,0,0,drinking
tt0166896,The Straight Story,David Lynch,Richard Farnsworth Sissy Spacek Jane Galloway Heitz Joseph A. Carpenter,Biography/ Drama,112,All,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.,0.7435,0,0,2,smoking and drinking
tt0108071,The Secret Garden,Agnieszka Holland,Kate Maberly Maggie Smith Heydon Prowse Andrew Knott,Drama/ Family/ Fantasy,101,All,A young/ recently-orphaned girl is sent to England after living in India all of her life. Once there/ she begins to explore her new/ seemingly-isolated surroundings/ and its secrets.,0.6754,0,0,0,no alcohol or smoking
tt0368933,The Princess Diaries 2: Royal Engagement,Garry Marshall,Anne Hathaway Callum Blue Julie Andrews Hector Elizondo,Comedy/ Family/ Romance,113,All,Now settled in Genovia/ Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor.,0.7531,0,1,2,drinking
tt0029583,Snow White and the Seven Dwarfs,William Cottrell David Hand Wilfred Jackson Larry Morey Perce Pearce Ben Sharpsteen,Adriana Caselotti Harry Stockwell Lucille La Verne Roy Atwell,Animation/ Family/ Fantasy,83,All,Exiled into the dangerous forest by her wicked stepmother/ a princess is rescued by seven dwarf miners who make her part of their household.,0.7976,0,1,0,no alcohol or smoking
tt0056891,Bye Bye Birdie,George Sidney,Dick Van Dyke Ann-Margret Janet Leigh Maureen Stapleton,Comedy/ Musical,112,None,"A rock singer travels to a small Ohio town to make his ""farewell"" television performance and kiss his biggest fan before he is drafted.",0.6934,0,1,0,drinking
tt0078504,The Wiz,Sidney Lumet,Diana Ross Michael Jackson Nipsey Russell Ted Ross,Adventure/ Family/ Fantasy,134,None,"An adaptation of ""The Wizard of Oz"" that tries to capture the essence of the African-American experience.",0.705,0,1,1,no alcohol or smoking
tt0064505,The Italian Job,Peter Collinson,Michael Caine Noël Coward Benny Hill Raf Vallone,Action/ Comedy/ Crime,99,15,Comic caper movie about a plan to steal a gold shipment from the streets of Turin by creating a traffic jam.,0.8117,0,1,0,smoking and drinking
tt0079945,Star Trek: The Motion Picture,Robert Wise,William Shatner Leonard Nimoy DeForest Kelley James Doohan,Adventure/ Mystery/ Sci-Fi,132,12,When an alien spacecraft of enormous power is spotted approaching Earth/ Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it.,0.7889,3,0,0,no alcohol or smoking
tt0064418,Hello Dolly!,Gene Kelly,Barbra Streisand Walter Matthau Michael Crawford Marianne McAndrew,Adventure/ Comedy/ Musical,146,None,"Matchmaker Dolly Levi travels to Yonkers to find a partner for ""half-a-millionaire"" Horace Vandergelder/ convincing his niece/ his niece's intended/ and his two clerks to travel to New York City along the way.",0.5427,0,0,1,no alcohol or smoking
tt0058385,My Fair Lady,George Cukor,Audrey Hepburn Rex Harrison Stanley Holloway Wilfrid Hyde-White,Drama/ Family/ Musical,170,All,Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.,0.7576,3,3,1,smoking and drinking
tt0075656,The Alien Factor,Don Dohler,Don Leifert Tom Griffith Richard Dyszel Mary Mertens,Horror/ Sci-Fi,80,None,A spaceship containing specimens for an intergalactic zoo crashes on Earth near a small back woods town. The specimens escape/ and soon town folk are turning up mutilated. Very low budget ...                See full summary »,0.7571,1,1,1,smoking and drinking
tt1436562,Rio,Carlos Saldanha,Jesse Eisenberg Anne Hathaway George Lopez Karen Disher,Animation/ Adventure/ Comedy,96,7,When Blu/ a domesticated macaw from small-town Minnesota/ meets the fiercely independent Jewel/ he takes off on an adventure to Rio de Janeiro with the bird of his dreams.,0.7725,3,0,0,no alcohol or smoking
tt0338348,The Polar Express,Robert Zemeckis,Tom Hanks Chris Coppola Michael Jeter Leslie Zemeckis,Animation/ Adventure/ Comedy,100,All,On Christmas Eve/ a young boy embarks on a magical adventure to the North Pole on the Polar Express/ while learning about friendship/ bravery/ and the spirit of Christmas.,0.5427,0,0,1,no alcohol or smoking
tt0107131,Homeward Bound: The Incredible Journey,Duwayne Dunham,Michael J. Fox Sally Field Don Alder Ed Bernard,Adventure/ Comedy/ Drama,84,All,A fun-loving American bulldog pup/ a hilarious Himalayan cat/ and a wise old golden retriever embark on a long trek through the rugged wilderness of the Sierra Nevada mountains in a quest to reach home and their beloved owners.,0.8223,3,1,1,drinking
tt0056937,Cleopatra,Joseph L. Mankiewicz,Elizabeth Taylor Richard Burton Rex Harrison Pamela Brown,Biography/ Drama/ History,192,G,Queen Cleopatra VII of Egypt experiences both triumph and tragedy as she attempts to resist the imperial ambitions of Rome.,0.8293,1,3,0,smoking and drinking
tt0072443,Zerkalo,Andrei Tarkovsky,Margarita Terekhova Filipp Yankovskiy Ignat Daniltsev Oleg Yankovskiy,Biography/ Drama,107,None,A dying man in his forties remembers his past. His childhood/ his mother/ the war/ personal moments and things that tell of the recent history of all the Russian nation.,0.795,1,3,0,smoking and drinking
tt0113198,A Goofy Movie,Kevin Lima,Bill Farmer Jason Marsden Jim Cummings Kellie Martin,Animation/ Adventure/ Comedy,78,All,When Max makes a preposterous promise to a girl he has a crush on/ his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father/ Goofy.,0.782,3,3,0,drinking
tt0055277,The Parent Trap,David Swift,Hayley Mills Maureen O'Hara Brian Keith Charles Ruggles,Comedy/ Family/ Romance,129,None,Teenage twin sisters swap places and scheme to reunite their divorced parents.,0.8081,0,0,0,drinking
tt0062803,Chitty Chitty Bang Bang,Ken Hughes,Dick Van Dyke Sally Ann Howes Lionel Jeffries Benny Hill,Adventure/ Family/ Fantasy,144,None,A down-on-his-luck inventor turns a broken-down Grand Prix car into a fancy vehicle for his children/ and then they go off on a magical fantasy adventure to save their grandfather in a far-off land.,0.8068,3,0,1,drinking
tt0112431,Babe,Chris Noonan,James Cromwell Magda Szubanski Christine Cavanaugh Miriam Margolyes,Comedy/ Drama/ Family,91,All,Babe/ a pig raised by sheepdogs/ learns to herd sheep with a little help from Farmer Hoggett.,0.8069,3,0,0,drinking
tt0063385,Oliver!,Carol Reed,Mark Lester Ron Moody Shani Wallis Oliver Reed,Drama/ Family/ Musical,153,None,After being sold to a mortician/ young orphan Oliver Twist runs away and meets a group of boys trained to be pickpockets by an elderly mentor.,0.8067,3,3,1,smoking and drinking
tt0371606,Chikin Liteul,Mark Dindal,Zach Braff Joan Cusack Garry Marshall Don Knotts,Animation/ Adventure/ Comedy,81,All,After ruining his reputation with the town/ a courageous chicken must come to the rescue of his fellow citizens when aliens start an invasion.,0.801,3,0,0,no alcohol or smoking
tt0057193,It's a Mad Mad Mad Mad World,Stanley Kramer,Spencer Tracy Milton Berle Ethel Merman Mickey Rooney,Action/ Adventure/ Comedy,210,7,A group of motorists hear about a crook's hidden stash of loot/ and race against each other across the country to get to it.,0.6905,0,3,1,smoking and drinking
tt0396555,Meet the Robinsons,Stephen J. Anderson,Daniel Hansen Wesley Singerman Angela Bassett Jordan Fry,Animation/ Adventure/ Comedy,95,All,Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson/ whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate.,0.7792,0,0,0,drinking
tt0493949,Ramona and Beezus,Elizabeth Allen Rosenbaum,Joey King Selena Gomez Bridget Moynahan John Corbett,Comedy/ Drama/ Family,104,None,An adventurous young girl uses her imagination to escape her reality/ that is quickly spinning out of reach.,0.8335,3,1,1,drinking
tt0063518,Romeo and Juliet,Franco Zeffirelli,Leonard Whiting Olivia Hussey John McEnery Milo O'Shea,Drama/ Romance,138,12,When two young members of feuding families meet/ forbidden love ensues.,0.7945,3,3,0,drinking
tt0032910,Pinocchio,Norman Ferguson T. Hee Wilfred Jackson Jack Kinney Hamilton Luske Bill Roberts Ben Sharpsteen,Dickie Jones Christian Rub Mel Blanc Billy Bletcher,Animation/ Comedy/ Family,88,All,A living puppet/ with the help of a cricket as his conscience/ must prove himself worthy to become a real boy.,0.7939,3,1,1,smoking and drinking
tt0043274,Alice in Wonderland,Clyde Geronimi Wilfred Jackson Hamilton Luske Jack Kinney,Kathryn Beaumont Ed Wynn Richard Haydn Sterling Holloway,Animation/ Adventure/ Family,75,All,Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.,0.7198,0,0,0,smoking and drinking
tt0265662,The Rookie,John Lee Hancock,Dennis Quaid J.D. Evermore Rachel Griffiths Jay Hernandez,Drama/ Family/ Sport,127,All,A Texas baseball coach makes the major league after agreeing to try out if his high school team made the playoffs.,0.7549,0,0,0,no alcohol or smoking
tt0120131,The Lion King II: Simba's Pride,Darrell Rooney Rob LaDuca,Matthew Broderick Neve Campbell Andy Dick Robert Guillaume,Animation/ Adventure/ Drama,81,All,Simba's daughter is the key to a resolution of a bitter feud between Simba's pride and the outcast pride led by the mate of Scar.,0.7931,3,0,0,no alcohol or smoking
tt0042332,Cinderella,Clyde Geronimi Wilfred Jackson Hamilton Luske,Ilene Woods James MacDonald Eleanor Audley Verna Felton,Animation/ Family/ Fantasy,74,All,When Cinderella's cruel stepmother prevents her from attending the Royal Ball/ she gets some unexpected help from the lovable mice Gus and Jaq/ and from her Fairy Godmother.,0.7993,0,3,0,smoking
tt0113824,Mimi wo sumaseba,Yoshifumi Kondô,Yoko Honna Issey Takahashi Takashi Tachibana Shigeru Muroi,Animation/ Drama/ Family,111,All,A love story between a girl who loves reading books/ and a boy who has previously checked out all of the library books she chooses.,0.7931,3,3,0,smoking and drinking
tt0027977,Modern Times,Charles Chaplin,Charles Chaplin Paulette Goddard Henry Bergman Tiny Sandford,Comedy/ Drama/ Family,87,All,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,0.8033,3,3,0,smoking
tt0066817,Bedknobs and Broomsticks,Robert Stevenson Ward Kimball,Angela Lansbury David Tomlinson Roddy McDowall Sam Jaffe,Animation/ Adventure/ Comedy,117,None,An apprentice witch/ three kids and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II.,0.757,3,0,1,smoking and drinking
tt1568921,Kari-gurashi no Arietti,Hiromasa Yonebayashi,Amy Poehler Mirai Shida Ryûnosuke Kamiki Tatsuya Fujiwara,Animation/ Adventure/ Family,94,All,The Clock family are four-inch-tall people who live anonymously in another family's residence/ borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter/ Arrietty/ is discovered.,0.7918,0,3,0,no alcohol or smoking
tt0053285,Sleeping Beauty,Clyde Geronimi Les Clark Hamilton Luske Wolfgang Reitherman,Mary Costa Bill Shirley Eleanor Audley Verna Felton,Animation/ Family/ Fantasy,75,All,After being snubbed by the royal family/ a malevolent fairy places a curse on a princess which only a prince can break/ along with the help of three good fairies.,0.7866,3,0,0,drinking
tt0032553,The Great Dictator,Charles Chaplin,Charles Chaplin Paulette Goddard Jack Oakie Reginald Gardiner,Comedy/ Drama/ War,125,All,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,0.7959,3,1,0,no alcohol or smoking
tt0054357,Swiss Family Robinson,Ken Annakin,John Mills Dorothy McGuire James MacArthur Janet Munro,Adventure/ Family,126,G,A Swiss family must survive being shipwrecked on a deserted island.,0.7554,3,3,0,drinking
tt0453451,Mr. Bean's Holiday,Steve Bendelack,Rowan Atkinson Willem Dafoe Steve Pemberton Lily Atkinson,Comedy/ Family,90,All,Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France/ bicycling/ and true love.,0.8058,3,3,1,no alcohol or smoking
tt0095776,Oliver & Company,George Scribner,Joey Lawrence Billy Joel Cheech Marin Richard Mulligan,Animation/ Adventure/ Comedy,74,None,A lost and alone kitten joins a gang of dogs engaged in petty larceny in New York City.,0.7793,0,0,0,smoking
